update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,8320,183.09321349066175,45,0.9543589702019325,1.6707809521031207,0.0,3.9944443702697754,37.738461538461536,38.9900487987056,0.0,122.0,1.9267334034948638,0.15383207301298776,-0.08192157700206294,0.18740029700777747,0.1968175361730605,0.9543589702019325,1.6707809521031207,0.0,3.9944443702697754
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,16640,175.99481724082426,92,1.3684232059647055,1.7994903776433293,0.0,3.98888897895813,109.48529411764706,70.4386451098649,4.0,253.0,1.912579399166685,0.2238312088178866,-0.11213603728648389,0.25470600841623364,0.2594053729421355,1.3684232059647055,1.7994903776433293,0.0,3.98888897895813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,24960,176.8618650137142,139,1.1630824400532631,1.752501018822005,0.0,3.9944443702697754,89.41935483870968,89.28100769518474,2.0,324.0,1.8896286632075454,0.323704972411647,-0.16524492746049707,0.3776824140187466,0.45032211877285755,1.1630824400532631,1.752501018822005,0.0,3.9944443702697754
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,33280,172.86676976141393,187,1.168044787044673,1.7446436163603718,0.0,3.980555534362793,70.23255813953489,64.90213403258058,3.0,324.0,1.8761815374547786,0.3926165212284435,-0.15137307074936954,0.3506638091621977,0.5703884295897677,1.168044787044673,1.7446436163603718,0.0,3.980555534362793
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,41600,173.8005498896411,235,0.8981424621277792,1.630422968900332,0.0,3.98888897895813,54.20245398773006,44.630474541299975,2.0,259.0,1.872582854646625,0.4308988497112737,-0.07866747230009148,0.313390595443321,0.5676508198161951,0.8981424621277792,1.630422968900332,0.0,3.98888897895813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,49920,179.2722609290147,282,1.1228791298093022,1.7554664726776597,0.0,3.98888897895813,52.9527027027027,41.64105537441862,2.0,250.0,1.8675886862205737,0.3854884541395939,-0.13070461566023756,0.35365590407992853,0.5779835216852087,1.1228791298093022,1.7554664726776597,0.0,3.98888897895813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,16384,402.88188635519475,40,1.2020182311534882,1.7836929861451034,0.0,3.98888897895813,51.1171875,36.153453563800014,0.0,124.0,1.9266864657402039,0.18122975784353912,-0.11549218522850424,0.2479315714444965,0.21610151156233662,1.2020182311534882,1.7836929861451034,0.0,3.98888897895813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,32768,371.23718167053886,84,1.3456443160243288,1.7945057337234545,0.0,3.980555534362793,91.41420118343196,69.78627583821772,4.0,255.0,1.9073189720511436,0.23589712916873395,-0.15702832047827542,0.31680116429924965,0.34580838003690717,1.3456443160243288,1.7945057337234545,0.0,3.980555534362793
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,49152,159.98399239014236,187,1.1893465281446318,1.7617362205271876,0.0,3.98888897895813,78.86590038314176,78.93171563932874,3.0,324.0,1.885941507294774,0.30806161975488067,-0.174280418548733,0.3914169759955257,0.41753057989070197,1.1893465281446318,1.7617362205271876,0.0,3.98888897895813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,65536,180.31106260820877,278,1.3063859472829829,1.827327885722925,0.0,3.991666555404663,49.235449735449734,44.6206836566062,2.0,321.0,1.8755015227943659,0.41878109611570835,-0.26683148462325335,0.5561258038505912,0.5926568809532604,1.3063859472829829,1.827327885722925,0.0,3.991666555404663
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,81920,173.27241706524416,372,1.2909222512919614,1.8396781759178262,0.0,3.991666555404663,40.76178660049628,33.37474757160132,2.0,227.0,1.848972825333476,0.4383060745894909,-0.20228634506929666,0.4939413941465318,0.6298882319319238,1.2909222512919614,1.8396781759178262,0.0,3.991666555404663
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,98304,191.6593027582282,458,1.1963279498608363,1.8070396054482236,0.0,3.9944443702697754,43.096866096866094,40.74829647227386,2.0,295.0,1.8385484870523214,0.41121420450508595,-0.1193047966226004,0.348858893616125,0.6089636685007755,1.1963279498608363,1.8070396054482236,0.0,3.9944443702697754
