Data_Type_Percentile,Values
FN_0598,FN,0598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,5,5,5,6,8,8,8,8,8,8,8,8,8,8,9,9,10,10,17,19,22,23,23,24,24,24,25,27,31,31,31
FN_1995,FN,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,6,7,7,7,7,7,8,8,8,8,8,9,9,12,13,14,14,29,29,29,29,29,30,36,37,39,39,39,39,39,42,44,44,44,44,49,49,49,49
FN_198,FN,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,10,14,14,20,22,22,23
FN_2995,FN,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,6,6,7,8,8,8,8,8,8,8,9,9,9,10,11,17,29,29,29,29,29,29,29,31,31,32,32,34,36,41
FP_05995,FP,05995,99,99,99,95,93,93,90,84,84,82,78,74,59,48,47,45,44,44,40,36,33,32,29,29,29,23,21,21,20,18,18,17,14,12,12,12,9,8,7,6,6,6,5,5,5,5,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
FP_199,FP,199,100,100,100,100,100,96,95,95,93,91,91,89,87,87,85,83,82,80,79,76,75,54,49,45,42,40,39,38,37,37,35,35,28,25,23,22,21,21,21,21,21,21,20,20,20,17,16,12,12,12,12,12,11,9,8,8,6,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
FP_298,FP,298,100,100,100,100,100,100,100,100,100,100,100,100,96,96,95,95,95,95,93,93,89,89,89,88,87,86,86,84,83,81,80,77,63,61,59,59,55,47,46,43,40,40,40,39,38,32,31,26,26,26,25,25,25,25,25,22,22,22,21,21,20,20,20,20,18,18,17,16,14,14,13,13,11,11,10,8,5,3,3,3
FP_0599,FP,0599,100,100,99,95,95,93,91,91,87,86,85,83,81,80,79,65,61,56,47,42,41,40,39,37,36,36,32,31,25,23,23,21,21,20,20,20,18,16,15,14,12,12,12,12,12,12,10,8,5,5,5,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
FP_0598,FP,0598,100,100,100,100,100,100,96,96,95,95,95,93,90,87,87,87,86,85,84,71,70,65,63,58,54,54,53,47,42,38,37,36,35,28,28,27,25,25,25,25,23,23,23,21,21,20,18,18,18,17,15,15,14,14,12,12,11,10,9,7,6,5,5,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1
FP_1995,FP,1995,100,100,100,100,99,95,95,93,92,90,85,85,84,82,78,75,70,67,50,48,47,40,38,37,37,35,34,34,30,22,21,21,21,21,21,21,21,20,17,15,14,13,11,8,8,8,8,8,6,6,5,5,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
FP_198,FP,198,100,100,100,100,100,100,100,100,96,96,95,95,95,95,93,91,88,88,87,86,86,84,84,80,80,67,64,61,57,55,48,48,41,39,38,38,38,32,30,29,26,26,26,25,25,22,21,21,21,21,21,20,20,20,20,19,18,17,16,15,14,12,11,11,11,9,6,6,5,5,5,5,3,3,3,3,3,3,3,2
FP_2995,FP,2995,100,100,100,100,100,100,100,100,99,95,95,93,93,91,91,89,89,86,82,81,76,75,71,69,68,51,46,44,42,41,38,37,35,34,34,32,31,24,22,22,21,21,21,21,21,21,20,18,16,16,14,11,10,8,8,7,7,7,7,6,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
TN_05995,TN,05995,1,1,1,5,7,7,10,16,16,18,22,26,41,52,53,55,56,56,60,64,67,68,71,71,71,77,79,79,80,82,82,83,86,88,88,88,91,92,93,94,94,94,95,95,95,95,96,96,96,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100
TN_199,TN,199,0,0,0,0,0,4,5,5,7,9,9,11,13,13,15,17,18,20,21,24,25,46,51,55,58,60,61,62,63,63,65,65,72,75,77,78,79,79,79,79,79,79,80,80,80,83,84,88,88,88,88,88,89,91,92,92,94,96,96,96,96,96,96,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99
TN_298,TN,298,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,7,7,11,11,11,12,13,14,14,16,17,19,20,23,37,39,41,41,45,53,54,57,60,60,60,61,62,68,69,74,74,74,75,75,75,75,75,78,78,78,79,79,80,80,80,80,82,82,83,84,86,86,87,87,89,89,90,92,95,97,97,97
TN_0599,TN,0599,0,0,1,5,5,7,9,9,13,14,15,17,19,20,21,35,39,44,53,58,59,60,61,63,64,64,68,69,75,77,77,79,79,80,80,80,82,84,85,86,88,88,88,88,88,88,90,92,95,95,95,96,96,96,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100
TN_0598,TN,0598,0,0,0,0,0,0,4,4,5,5,5,7,10,13,13,13,14,15,16,29,30,35,37,42,46,46,47,53,58,62,63,64,65,72,72,73,75,75,75,75,77,77,77,79,79,80,82,82,82,83,85,85,86,86,88,88,89,90,91,93,94,95,95,97,97,97,97,97,97,97,98,98,98,98,99,99,99,99,99,99
TN_1995,TN,1995,0,0,0,0,1,5,5,7,8,10,15,15,16,18,22,25,30,33,50,52,53,60,62,63,63,65,66,66,70,78,79,79,79,79,79,79,79,80,83,85,86,87,89,92,92,92,92,92,94,94,95,95,96,96,96,96,96,96,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100
TN_198,TN,198,0,0,0,0,0,0,0,0,4,4,5,5,5,5,7,9,12,12,13,14,14,16,16,20,20,33,36,39,43,45,52,52,59,61,62,62,62,68,70,71,74,74,74,75,75,78,79,79,79,79,79,80,80,80,80,81,82,83,84,85,86,88,89,89,89,91,94,94,95,95,95,95,97,97,97,97,97,97,97,98
TN_2995,TN,2995,0,0,0,0,0,0,0,0,1,5,5,7,7,9,9,11,11,14,18,19,24,25,29,31,32,49,54,56,58,59,62,63,65,66,66,68,69,76,78,78,79,79,79,79,79,79,80,82,84,84,86,89,90,92,92,93,93,93,93,94,96,96,96,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99
FN_299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,6,7,7,7,8,8,8,8,8,9,9,9,10,10,11,11,11,17,20,21,21,21,29,31
TP_299,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,95,95,95,95,94,93,93,93,92,92,92,92,92,91,91,91,90,90,89,89,89,83,80,79,79,79,71,69
TN_299,0,0,0,0,0,0,0,0,0,4,5,5,7,7,8,9,11,11,11,14,16,16,18,19,21,25,29,31,46,47,51,54,57,58,61,63,63,65,65,67,73,74,74,77,78,78,78,79,79,79,79,80,80,82,83,84,86,86,88,88,88,88,89,92,93,94,95,95,98,98,98,98,98,98,98,98,98,98,98,98
FP_299,100,100,100,100,100,100,100,100,100,96,95,95,93,93,92,91,89,89,89,86,84,84,82,81,79,75,71,69,54,53,49,46,43,42,39,37,37,35,35,33,27,26,26,23,22,22,22,21,21,21,21,20,20,18,17,16,14,14,12,12,12,12,11,8,7,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2
