Data_Type_Percentile,Values
TP_05995,TP,05995,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,96,96,96,96,95,94,94,94,94,94,93,92,92,92,92,92,92,90,89,89,89,79,79,79,79,71,69,65,64,63,61,61,61,60,58,58,56,56,56,56,56,55,55,54,48,46,46,46,42,42,40,40
TP_199,TP,199,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,98,98,93,93,93,93,93,93,93,92,92,92,91,91,91,91,90,87,86,86,86,79,78,78,76,66,66,66,62,62,60,58,58,57,57
TP_298,TP,298,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,96,96,96,96,96,95,94,94,93,92,92,92,92,92,92,92,92,92,92,92
TP_0599,TP,0599,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,95,95,94,94,94,94,93,92,92,92,92,92,91,91,90,90,89,89,89,80,78,78,76,75,74,74,71,62,60,60,59,59,58,56,56,55,55,55,54,46,46,44
TP_0598,TP,0598,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,96,96,96,96,96,95,95,95,95,94,92,92,92,92,92,92,92,92,92,92,91,91,90,90,83,81,78,77,77,76,76,76,75,73,69,69,69
TP_1995,TP,1995,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,94,94,93,93,93,93,93,92,92,92,92,92,91,91,88,87,86,86,71,71,71,71,71,70,64,63,61,61,61,61,61,58,56,56,56,56,51,51,51,51
TP_198,TP,198,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94,94,94,93,93,93,93,92,92,92,92,92,92,92,92,92,92,91,90,86,86,80,78,78,77
TP_2995,TP,2995,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,96,96,96,95,95,94,94,93,92,92,92,92,92,92,92,91,91,91,90,89,83,71,71,71,71,71,71,71,69,69,68,68,66,64,59
FN_05995,FN,05995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,6,6,6,6,6,7,8,8,8,8,8,8,10,11,11,11,21,21,21,21,29,31,35,36,37,39,39,39,40,42,42,44,44,44,44,44,45,45,46,52,54,54,54,58,58,60,60
FN_199,FN,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,7,7,7,7,7,7,7,8,8,8,9,9,9,9,10,13,14,14,14,21,22,22,24,34,34,34,38,38,40,42,42,43,43
FN_298,FN,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,6,6,7,8,8,8,8,8,8,8,8,8,8,8
FN_0599,FN,0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,6,6,6,6,7,8,8,8,8,8,9,9,10,10,11,11,11,20,22,22,24,25,26,26,29,38,40,40,41,41,42,44,44,45,45,45,46,54,54,56
